Latitude (decimal degrees):	28.627
Longitude (decimal degrees):	77.172
Elevation (m):	243
Radiation database:	PVGIS-ERA5


Slope: 15 deg. 
Azimuth: -179 deg. 
Nominal power of the PV system (c-Si) (kWp):	50.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20150914:0230,9906.5,281.41,24.32,26.4,0.76,0.0
20150914:0330,16481.5,456.28,37.07,29.46,0.76,0.0
20150914:0430,21289.0,601.86,49.0,31.43,0.55,0.0
20150914:0530,24371.0,704.52,58.99,33.08,0.69,0.0
20150914:0630,25193.0,733.33,64.57,34.38,0.97,0.0
20150914:0730,25022.5,730.84,62.82,35.28,1.03,0.0
20150914:0830,23184.0,663.69,54.82,35.91,1.86,0.0
20150914:0930,17692.5,496.93,43.75,36.26,2.41,0.0
20150914:1030,12514.0,356.62,31.36,36.09,2.76,0.0
20150914:1130,5775.5,185.0,18.42,35.68,3.03,0.0
20150914:1230,716.5,42.79,5.28,34.48,2.41,0.0
20150914:1330,0.0,0.0,0.0,32.62,2.48,0.0
20150914:1430,0.0,0.0,0.0,31.26,2.28,0.0
20150914:1530,0.0,0.0,0.0,30.25,2.0,0.0
20150914:1630,0.0,0.0,0.0,29.27,1.86,0.0
20150914:1730,0.0,0.0,0.0,28.35,1.72,0.0
20150914:1830,0.0,0.0,0.0,27.57,1.86,0.0
20150914:1930,0.0,0.0,0.0,26.93,1.45,0.0
20150914:2030,0.0,0.0,0.0,26.34,1.45,0.0
20150914:2130,0.0,0.0,0.0,25.65,1.59,0.0
20150914:2230,0.0,0.0,0.0,25.14,1.66,0.0
20150914:2330,0.0,0.0,0.0,24.78,1.72,0.0
20150915:0030,0.0,0.0,-2.02,24.55,1.93,0.0
20150915:0130,2920.5,104.41,11.14,24.46,2.0,0.0
20150915:0230,9804.5,277.65,24.21,26.53,1.79,0.0
20150915:0330,16454.0,449.76,36.94,29.29,2.0,0.0
20150915:0430,21486.0,595.07,48.81,31.52,2.07,0.0
20150915:0530,24661.0,697.37,58.73,33.24,2.07,0.0
20150915:0630,23927.0,687.35,64.2,34.28,1.24,0.0
20150915:0730,20203.5,577.55,62.43,34.65,0.34,0.0
20150915:0830,20042.5,573.26,54.47,34.87,0.55,0.0
20150915:0930,17770.5,503.84,43.44,35.2,1.03,0.0
20150915:1030,12439.5,357.32,31.08,35.39,1.31,0.0
20150915:1130,5264.5,170.67,18.15,35.11,1.66,0.0
20150915:1230,596.0,38.08,5.01,34.25,1.59,0.0
20150915:1330,0.0,0.0,0.0,32.67,2.28,0.0
20150915:1430,0.0,0.0,0.0,31.09,2.41,0.0
20150915:1530,0.0,0.0,0.0,30.18,2.48,0.0
20150915:1630,0.0,0.0,0.0,29.31,2.62,0.0
20150915:1730,0.0,0.0,0.0,28.68,2.69,0.0
20150915:1830,0.0,0.0,0.0,28.13,2.62,0.0
20150915:1930,0.0,0.0,0.0,27.88,2.28,0.0
20150915:2030,0.0,0.0,0.0,27.39,2.0,0.0
20150915:2130,0.0,0.0,0.0,26.97,1.93,0.0
20150915:2230,0.0,0.0,0.0,26.46,2.0,0.0
20150915:2330,0.0,0.0,0.0,26.11,2.14,0.0
20150916:0030,0.0,0.0,-2.12,25.82,2.21,0.0
20150916:0130,2667.5,97.28,11.03,25.64,2.14,0.0
20150916:0230,9256.0,262.47,24.1,26.9,2.34,0.0
20150916:0330,15265.5,413.3,36.8,28.77,2.76,0.0
20150916:0430,20909.5,570.59,48.63,30.5,2.83,0.0
20150916:0530,23895.0,663.82,58.46,31.8,2.48,0.0
20150916:0630,24083.5,680.12,63.84,32.94,1.86,0.0
20150916:0730,24097.5,685.3,62.03,33.89,1.86,0.0
20150916:0830,20539.0,577.9,54.12,34.53,1.66,0.0
20150916:0930,18179.5,512.26,43.13,34.72,1.59,0.0
20150916:1030,12373.5,354.02,30.8,34.88,1.66,0.0
20150916:1130,5777.5,185.45,17.88,34.56,1.79,0.0
20150916:1230,543.0,35.97,4.74,33.86,1.79,0.0
20150916:1330,0.0,0.0,0.0,32.3,2.21,0.0
20150916:1430,0.0,0.0,0.0,30.89,2.34,0.0
20150916:1530,0.0,0.0,0.0,29.99,2.34,0.0
20150916:1630,0.0,0.0,0.0,29.24,2.21,0.0
20150916:1730,0.0,0.0,0.0,28.54,2.21,0.0
20150916:1830,0.0,0.0,0.0,27.99,2.21,0.0
20150916:1930,0.0,0.0,0.0,26.72,1.93,0.0
20150916:2030,0.0,0.0,0.0,26.21,1.86,0.0
20150916:2130,0.0,0.0,0.0,25.8,1.93,0.0
20150916:2230,0.0,0.0,0.0,25.48,1.79,0.0
20150916:2330,0.0,0.0,0.0,25.14,1.59,0.0
20150917:0030,0.0,0.0,-2.23,24.81,1.38,0.0
20150917:0130,2680.5,97.51,10.93,24.58,1.17,0.0
20150917:0230,9333.0,266.79,23.99,26.62,0.9,0.0
20150917:0330,15916.5,436.28,36.66,28.97,1.52,0.0
20150917:0430,20779.5,571.18,48.43,30.89,2.28,0.0
20150917:0530,22824.0,634.26,58.18,32.17,2.34,0.0
20150917:0630,22740.5,636.75,63.47,32.96,2.0,0.0
20150917:0730,21904.5,612.17,61.64,33.57,2.14,0.0
20150917:0830,20077.0,559.16,53.77,34.13,2.21,0.0
20150917:0930,16749.5,466.14,42.82,34.32,2.21,0.0
20150917:1030,11879.5,338.49,30.51,34.27,2.14,0.0
20150917:1130,4836.0,157.74,17.61,34.13,2.0,0.0
20150917:1230,347.5,25.55,4.48,32.45,1.59,0.0
20150917:1330,0.0,0.0,0.0,31.3,1.45,0.0
20150917:1430,0.0,0.0,0.0,30.48,1.72,0.0
20150917:1530,0.0,0.0,0.0,29.61,1.86,0.0
20150917:1630,0.0,0.0,0.0,28.82,2.0,0.0
20150917:1730,0.0,0.0,0.0,28.22,2.07,0.0
20150917:1830,0.0,0.0,0.0,27.91,2.0,0.0
20150917:1930,0.0,0.0,0.0,27.49,1.59,0.0
20150917:2030,0.0,0.0,0.0,27.11,1.45,0.0
20150917:2130,0.0,0.0,0.0,26.69,1.45,0.0
20150917:2230,0.0,0.0,0.0,26.6,1.38,0.0
20150917:2330,0.0,0.0,0.0,26.77,1.72,0.0
20150918:0030,0.0,0.0,-2.33,26.73,2.21,0.0
20150918:0130,1721.0,64.74,10.83,26.65,2.62,0.0
20150918:0230,5357.0,156.06,23.87,27.13,2.9,0.0
20150918:0330,10531.0,285.02,36.51,27.69,3.38,0.0
20150918:0430,11861.0,317.65,48.24,28.13,3.66,0.0
20150918:0530,12245.5,327.19,57.9,28.72,3.79,0.0
20150918:0630,19657.0,525.01,63.09,29.01,3.72,0.0
20150918:0730,20957.0,566.7,61.25,32.17,4.55,0.0
20150918:0830,20640.5,560.5,53.42,32.88,4.62,0.0
20150918:0930,15243.0,414.71,42.51,33.34,4.69,0.0
20150918:1030,7387.0,211.26,30.23,32.93,4.34,0.0
20150918:1130,3090.5,103.47,17.34,31.94,3.52,0.0
20150918:1230,274.0,20.94,4.21,31.59,3.03,0.0
20150918:1330,0.0,0.0,0.0,30.8,2.62,0.0
20150918:1430,0.0,0.0,0.0,30.11,2.41,0.0
20150918:1530,0.0,0.0,0.0,29.55,2.0,0.0
20150918:1630,0.0,0.0,0.0,28.99,2.07,0.0
20150918:1730,0.0,0.0,0.0,28.49,2.0,0.0
20150918:1830,0.0,0.0,0.0,28.11,1.93,0.0
20150918:1930,0.0,0.0,0.0,26.73,0.34,0.0
20150918:2030,0.0,0.0,0.0,26.11,0.41,0.0
20150918:2130,0.0,0.0,0.0,26.05,0.97,0.0
20150918:2230,0.0,0.0,0.0,25.93,1.1,0.0
20150918:2330,0.0,0.0,0.0,25.17,1.66,0.0
20150919:0030,0.0,0.0,-2.44,24.68,2.21,0.0
20150919:0130,712.0,31.46,10.72,24.52,2.55,0.0
20150919:0230,2940.0,91.09,23.75,24.8,2.69,0.0
20150919:0330,5850.0,164.27,36.37,25.29,2.83,0.0
20150919:0430,8704.0,236.5,48.04,25.91,2.48,0.0
20150919:0530,14469.5,388.64,57.62,26.71,1.86,0.0
20150919:0630,20033.5,542.12,62.72,28.26,2.0,0.0
20150919:0730,17349.5,472.24,60.85,31.67,2.55,0.0
20150919:0830,16235.5,443.29,53.06,31.99,2.21,0.0
20150919:0930,16394.0,451.61,42.19,32.21,2.28,0.0
20150919:1030,10533.5,297.7,29.94,32.37,2.62,0.0
20150919:1130,4593.0,147.76,17.07,31.24,2.76,0.0
20150919:1230,347.0,25.05,3.94,30.37,2.48,0.0
20150919:1330,0.0,0.0,0.0,29.48,1.93,0.0
20150919:1430,0.0,0.0,0.0,28.72,1.72,0.0
20150919:1530,0.0,0.0,0.0,28.22,1.79,0.0
20150919:1630,0.0,0.0,0.0,27.94,1.79,0.0
20150919:1730,0.0,0.0,0.0,27.61,1.72,0.0
20150919:1830,0.0,0.0,0.0,27.3,1.72,0.0
20150919:1930,0.0,0.0,0.0,27.2,1.72,0.0
20150919:2030,0.0,0.0,0.0,27.03,1.59,0.0
20150919:2130,0.0,0.0,0.0,26.75,1.66,0.0
20150919:2230,0.0,0.0,0.0,26.63,1.66,0.0
20150919:2330,0.0,0.0,0.0,26.42,1.86,0.0
20150920:0030,0.0,0.0,-2.54,26.28,1.93,0.0
20150920:0130,2113.5,79.49,10.61,26.05,2.21,0.0
20150920:0230,6979.0,201.11,23.63,26.39,2.41,0.0
20150920:0330,12705.0,342.11,36.22,27.08,2.76,0.0
20150920:0430,17222.0,460.99,47.84,28.13,2.62,0.0
20150920:0530,21072.5,570.58,57.34,29.61,2.83,0.0
20150920:0630,25154.5,694.55,62.35,30.86,2.97,0.0
20150920:0730,22064.0,616.33,60.45,32.75,1.93,0.0
20150920:0830,19215.0,534.64,52.71,33.41,1.86,0.0
20150920:0930,15518.0,431.76,41.88,33.57,1.72,0.0
20150920:1030,10000.0,284.89,29.66,32.21,1.72,0.0
20150920:1130,3448.5,116.38,16.79,31.34,1.24,0.0
20150920:1230,369.5,26.73,3.68,30.62,0.9,0.0
20150920:1330,0.0,0.0,0.0,29.65,2.0,0.0
20150920:1430,0.0,0.0,0.0,28.35,2.0,0.0
20150920:1530,0.0,0.0,0.0,27.63,1.79,0.0
20150920:1630,0.0,0.0,0.0,27.22,1.66,0.0
20150920:1730,0.0,0.0,0.0,26.86,1.38,0.0
20150920:1830,0.0,0.0,0.0,26.57,1.17,0.0
20150920:1930,0.0,0.0,0.0,26.46,2.07,0.0
20150920:2030,0.0,0.0,0.0,26.41,2.21,0.0
20150920:2130,0.0,0.0,0.0,26.22,1.79,0.0
20150920:2230,0.0,0.0,0.0,25.96,1.59,0.0
20150920:2330,0.0,0.0,0.0,25.82,1.59,0.0
20150921:0030,0.0,0.0,-2.65,25.69,1.66,0.0
20150921:0130,1581.0,60.16,10.51,25.25,1.38,0.0
20150921:0230,3729.5,113.21,23.51,25.21,1.52,0.0
20150921:0330,6747.0,187.05,36.07,25.43,2.48,0.0
20150921:0430,9478.0,254.97,47.64,26.25,2.97,0.0
20150921:0530,12961.5,347.15,57.06,27.13,2.48,0.0
20150921:0630,24433.5,670.13,61.97,28.22,2.14,0.0
20150921:0730,22631.5,629.6,60.06,31.21,1.86,0.0
20150921:0830,20621.0,572.99,52.35,31.65,1.59,0.0
20150921:0930,16264.0,450.03,41.56,31.88,1.66,0.0
20150921:1030,11067.5,314.62,29.37,31.85,1.52,0.0
20150921:1130,4529.0,147.71,16.52,31.71,1.52,0.0
20150921:1230,247.5,20.86,3.41,30.14,1.1,0.0
20150921:1330,0.0,0.0,0.0,29.21,1.24,0.0
20150921:1430,0.0,0.0,0.0,28.55,1.59,0.0
20150921:1530,0.0,0.0,0.0,28.25,2.14,0.0
20150921:1630,0.0,0.0,0.0,27.97,2.28,0.0
20150921:1730,0.0,0.0,0.0,27.84,2.34,0.0
20150921:1830,0.0,0.0,0.0,27.58,2.34,0.0
20150921:1930,0.0,0.0,0.0,27.14,2.48,0.0
20150921:2030,0.0,0.0,0.0,26.89,2.62,0.0
20150921:2130,0.0,0.0,0.0,26.68,2.76,0.0
20150921:2230,0.0,0.0,0.0,26.19,3.45,0.0
20150921:2330,0.0,0.0,0.0,25.54,3.79,0.0
20150922:0030,0.0,0.0,-2.75,25.18,3.24,0.0
20150922:0130,1994.0,76.57,10.4,25.17,2.9,0.0
20150922:0230,6702.5,193.88,23.39,25.9,2.83,0.0
20150922:0330,12466.5,334.82,35.92,27.13,3.66,0.0
20150922:0430,19328.0,515.94,47.44,28.52,3.93,0.0
20150922:0530,22218.0,598.48,56.77,29.96,4.0,0.0
20150922:0630,22209.0,600.1,61.59,30.84,4.0,0.0
20150922:0730,22758.5,614.78,59.66,32.04,5.1,0.0
20150922:0830,17654.0,471.85,51.99,31.8,5.45,0.0
20150922:0930,13836.0,374.19,41.25,31.54,4.76,0.0
20150922:1030,10596.5,298.28,29.08,31.86,4.07,0.0
20150922:1130,3590.5,121.86,16.25,31.21,3.93,0.0
20150922:1230,226.5,20.83,3.14,29.92,2.34,0.0
20150922:1330,0.0,0.0,0.0,29.15,2.28,0.0
20150922:1430,0.0,0.0,0.0,28.48,2.14,0.0
20150922:1530,0.0,0.0,0.0,27.97,2.07,0.0
20150922:1630,0.0,0.0,0.0,27.82,1.86,0.0
20150922:1730,0.0,0.0,0.0,27.38,2.0,0.0
20150922:1830,0.0,0.0,0.0,26.98,1.72,0.0
20150922:1930,0.0,0.0,0.0,26.42,0.97,0.0
20150922:2030,0.0,0.0,0.0,25.55,1.79,0.0
20150922:2130,0.0,0.0,0.0,25.57,2.48,0.0
20150922:2230,0.0,0.0,0.0,25.2,2.76,0.0
20150922:2330,0.0,0.0,0.0,24.79,2.76,0.0
20150923:0030,0.0,0.0,-2.86,24.37,2.76,0.0
20150923:0130,2276.5,85.91,10.29,23.9,2.69,0.0
20150923:0230,8802.5,249.94,23.26,24.46,2.9,0.0
20150923:0330,15754.5,420.03,35.76,25.71,3.59,0.0
20150923:0430,19212.5,506.95,47.23,27.22,4.55,0.0
20150923:0530,23191.0,617.73,56.48,28.2,4.9,0.0
20150923:0630,23176.0,619.6,61.22,29.3,5.17,0.0
20150923:0730,18746.0,499.28,59.26,29.78,4.9,0.0
20150923:0830,16198.0,434.72,51.63,30.27,4.76,0.0
20150923:0930,11512.0,312.43,40.93,30.45,4.69,0.0
20150923:1030,9193.5,257.31,28.79,30.07,4.28,0.0
20150923:1130,4660.0,153.59,15.98,29.8,3.93,0.0
20150923:1230,247.5,20.93,2.87,28.94,3.24,0.0
20150923:1330,0.0,0.0,0.0,27.68,2.9,0.0
20150923:1430,0.0,0.0,0.0,26.83,2.48,0.0
20150923:1530,0.0,0.0,0.0,26.17,2.34,0.0
20150923:1630,0.0,0.0,0.0,25.54,2.28,0.0
20150923:1730,0.0,0.0,0.0,25.14,2.48,0.0
20150923:1830,0.0,0.0,0.0,25.02,3.1,0.0
20150923:1930,0.0,0.0,0.0,24.85,2.9,0.0
20150923:2030,0.0,0.0,0.0,24.72,3.1,0.0
20150923:2130,0.0,0.0,0.0,24.5,3.17,0.0
20150923:2230,0.0,0.0,0.0,24.28,3.1,0.0
20150923:2330,0.0,0.0,0.0,24.04,3.03,0.0
20150924:0030,0.0,0.0,-2.97,23.84,3.17,0.0
20150924:0130,2289.0,87.21,10.18,23.77,3.45,0.0
20150924:0230,8901.5,253.06,23.14,24.71,3.66,0.0
20150924:0330,16002.0,424.75,35.6,26.02,4.9,0.0
20150924:0430,21482.5,567.26,47.01,27.39,5.24,0.0
20150924:0530,25071.5,667.85,56.18,28.64,5.52,0.0
20150924:0630,26340.5,706.79,60.84,29.69,5.66,0.0
20150924:0730,24474.5,657.74,58.87,30.49,5.38,0.0
20150924:0830,21990.0,591.12,51.27,30.92,5.24,0.0
20150924:0930,17894.0,483.64,40.61,31.09,4.97,0.0
20150924:1030,11951.0,335.72,28.5,31.12,4.76,0.0
20150924:1130,4839.5,161.07,15.7,30.62,3.79,0.0
20150924:1230,246.5,22.25,2.61,29.39,3.17,0.0
20150924:1330,0.0,0.0,0.0,27.58,3.17,0.0
20150924:1430,0.0,0.0,0.0,26.39,3.24,0.0
20150924:1530,0.0,0.0,0.0,25.52,3.24,0.0
20150924:1630,0.0,0.0,0.0,24.8,3.17,0.0
20150924:1730,0.0,0.0,0.0,24.24,3.24,0.0
20150924:1830,0.0,0.0,0.0,23.81,3.24,0.0
20150924:1930,0.0,0.0,0.0,23.3,2.9,0.0
20150924:2030,0.0,0.0,0.0,22.94,2.83,0.0
20150924:2130,0.0,0.0,0.0,22.61,2.76,0.0
20150924:2230,0.0,0.0,0.0,22.4,2.83,0.0
20150924:2330,0.0,0.0,0.0,22.31,2.9,0.0
20150925:0030,0.0,0.0,-3.07,22.31,3.17,0.0
20150925:0130,2170.0,83.61,10.07,22.44,3.31,0.0
20150925:0230,8804.0,250.22,23.01,23.69,3.24,0.0
20150925:0330,15665.0,416.9,35.44,25.64,4.14,0.0
20150925:0430,20951.0,555.59,46.8,27.4,4.48,0.0
20150925:0530,24125.5,644.69,55.89,28.78,4.83,0.0
20150925:0630,23236.5,620.18,60.46,29.7,5.1,0.0
20150925:0730,19776.5,529.75,58.47,30.62,4.21,0.0
20150925:0830,21369.5,577.66,50.92,30.77,4.07,0.0
20150925:0930,15382.5,417.17,40.3,31.19,4.14,0.0
20150925:1030,10444.5,295.75,28.21,30.97,3.86,0.0
20150925:1130,4166.0,140.65,15.43,30.61,3.38,0.0
20150925:1230,192.0,18.42,2.34,29.42,2.55,0.0
20150925:1330,0.0,0.0,0.0,27.92,2.55,0.0
20150925:1430,0.0,0.0,0.0,26.8,2.62,0.0
20150925:1530,0.0,0.0,0.0,26.15,2.62,0.0
20150925:1630,0.0,0.0,0.0,25.67,2.55,0.0
20150925:1730,0.0,0.0,0.0,25.13,2.48,0.0
20150925:1830,0.0,0.0,0.0,24.68,2.41,0.0
20150925:1930,0.0,0.0,0.0,23.89,1.86,0.0
20150925:2030,0.0,0.0,0.0,23.11,1.52,0.0
20150925:2130,0.0,0.0,0.0,23.37,1.1,0.0
20150925:2230,0.0,0.0,0.0,22.24,2.14,0.0
20150925:2330,0.0,0.0,0.0,22.26,2.55,0.0
20150926:0030,0.0,0.0,-3.18,22.45,2.48,0.0
20150926:0130,2212.0,85.89,9.95,22.38,2.41,0.0
20150926:0230,8769.0,250.92,22.88,23.61,2.14,0.0
20150926:0330,15277.5,410.62,35.28,25.94,2.83,0.0
20150926:0430,20827.5,559.34,46.58,27.67,3.1,0.0
20150926:0530,24040.0,655.82,55.59,29.36,3.03,0.0
20150926:0630,24916.0,687.53,60.08,30.65,2.9,0.0
20150926:0730,22897.5,635.2,58.07,31.74,2.34,0.0
20150926:0830,17834.5,489.16,50.56,32.26,2.55,0.0
20150926:0930,14644.5,403.4,39.98,32.36,2.62,0.0
20150926:1030,9950.0,286.42,27.92,32.38,2.55,0.0
20150926:1130,3870.5,133.25,15.16,32.03,2.0,0.0
20150926:1230,237.5,16.27,2.08,31.04,1.17,0.0
20150926:1330,0.0,0.0,0.0,29.02,1.17,0.0
20150926:1430,0.0,0.0,0.0,27.38,1.38,0.0
20150926:1530,0.0,0.0,0.0,26.31,1.79,0.0
20150926:1630,0.0,0.0,0.0,25.53,2.21,0.0
20150926:1730,0.0,0.0,0.0,25.13,2.34,0.0
20150926:1830,0.0,0.0,0.0,24.65,2.28,0.0
20150926:1930,0.0,0.0,0.0,24.06,1.93,0.0
20150926:2030,0.0,0.0,0.0,23.59,1.72,0.0
20150926:2130,0.0,0.0,0.0,24.4,1.03,0.0
20150926:2230,0.0,0.0,0.0,24.91,0.48,0.0
20150926:2330,0.0,0.0,0.0,22.49,1.66,0.0
20150927:0030,0.0,0.0,-3.29,22.33,2.21,0.0
20150927:0130,2130.0,83.68,9.84,22.42,2.28,0.0
20150927:0230,8574.0,247.15,22.75,24.13,1.79,0.0
20150927:0330,15261.5,414.9,35.12,27.06,2.14,0.0
20150927:0430,20404.0,555.14,46.36,29.01,2.41,0.0
20150927:0530,23277.5,640.1,55.29,30.75,2.76,0.0
20150927:0630,24019.5,663.54,59.7,31.89,3.03,0.0
20150927:0730,22881.0,635.53,57.68,32.49,2.55,0.0
20150927:0830,20614.0,570.19,50.2,32.95,2.69,0.0
20150927:0930,15409.5,426.4,39.66,33.11,2.76,0.0
20150927:1030,10294.5,296.84,27.63,33.08,2.76,0.0
20150927:1130,3493.0,123.05,14.89,32.7,2.34,0.0
20150927:1230,200.0,14.89,1.81,31.37,1.79,0.0
20150927:1330,0.0,0.0,0.0,29.74,2.21,0.0
20150927:1430,0.0,0.0,0.0,28.29,2.76,0.0
20150927:1530,0.0,0.0,0.0,27.43,3.38,0.0
20150927:1630,0.0,0.0,0.0,26.65,2.69,0.0
20150927:1730,0.0,0.0,0.0,25.57,2.41,0.0
20150927:1830,0.0,0.0,0.0,24.74,2.21,0.0
20150927:1930,0.0,0.0,0.0,24.29,2.0,0.0
20150927:2030,0.0,0.0,0.0,23.86,1.86,0.0
20150927:2130,0.0,0.0,0.0,23.24,1.72,0.0
20150927:2230,0.0,0.0,0.0,22.65,1.72,0.0
20150927:2330,0.0,0.0,0.0,22.13,1.72,0.0
20150928:0030,0.0,0.0,-3.4,21.71,1.86,0.0
20150928:0130,2115.5,83.39,9.72,21.38,1.93,0.0
20150928:0230,8682.0,249.58,22.61,23.01,1.66,0.0
20150928:0330,15540.5,420.67,34.95,25.74,2.0,0.0
20150928:0430,20787.5,563.42,46.14,27.85,2.34,0.0
20150928:0530,24101.0,660.54,54.98,29.48,2.76,0.0
20150928:0630,25382.0,700.31,59.32,30.68,3.1,0.0
20150928:0730,24561.5,683.29,57.28,31.41,2.55,0.0
20150928:0830,21843.5,604.37,49.84,32.08,2.69,0.0
20150928:0930,17376.5,480.82,39.34,32.46,2.9,0.0
20150928:1030,11217.5,323.24,27.34,32.47,3.1,0.0
20150928:1130,4253.0,148.98,14.62,31.99,2.83,0.0
20150928:1230,201.0,14.89,1.55,30.55,2.28,0.0
20150928:1330,0.0,0.0,0.0,28.62,2.55,0.0
20150928:1430,0.0,0.0,0.0,27.0,2.55,0.0
20150928:1530,0.0,0.0,0.0,25.76,2.55,0.0
20150928:1630,0.0,0.0,0.0,24.75,2.55,0.0
20150928:1730,0.0,0.0,0.0,23.96,2.48,0.0
20150928:1830,0.0,0.0,0.0,23.25,2.41,0.0
20150928:1930,0.0,0.0,0.0,22.76,2.14,0.0
20150928:2030,0.0,0.0,0.0,22.15,2.14,0.0
20150928:2130,0.0,0.0,0.0,21.57,2.21,0.0
20150928:2230,0.0,0.0,0.0,21.07,2.14,0.0
20150928:2330,0.0,0.0,0.0,20.6,2.14,0.0
20150929:0030,0.0,0.0,-3.51,20.18,2.07,0.0
20150929:0130,2126.0,84.16,9.61,19.82,1.93,0.0
20150929:0230,8798.5,252.37,22.48,21.49,1.17,0.0
20150929:0330,15567.0,423.84,34.78,25.4,1.24,0.0
20150929:0430,20736.0,566.46,45.91,27.64,1.59,0.0
20150929:0530,24018.0,662.8,54.68,29.46,2.21,0.0
20150929:0630,25163.5,700.04,58.94,30.84,2.48,0.0
20150929:0730,24571.0,682.05,56.89,31.9,2.97,0.0
20150929:0830,22004.0,606.4,49.48,32.59,3.45,0.0
20150929:0930,17460.0,481.72,39.02,32.92,3.79,0.0
20150929:1030,11104.0,320.67,27.06,32.94,3.86,0.0
20150929:1130,4097.5,145.46,14.35,32.38,3.24,0.0
20150929:1230,181.0,14.15,1.29,30.79,2.62,0.0
20150929:1330,0.0,0.0,0.0,28.64,2.9,0.0
20150929:1430,0.0,0.0,0.0,27.15,2.97,0.0
20150929:1530,0.0,0.0,0.0,26.15,3.03,0.0
20150929:1630,0.0,0.0,0.0,25.39,3.1,0.0
20150929:1730,0.0,0.0,0.0,24.71,3.1,0.0
20150929:1830,0.0,0.0,0.0,23.98,3.1,0.0
20150929:1930,0.0,0.0,0.0,23.53,3.03,0.0
20150929:2030,0.0,0.0,0.0,22.85,3.03,0.0
20150929:2130,0.0,0.0,0.0,22.19,3.1,0.0
20150929:2230,0.0,0.0,0.0,21.63,3.24,0.0
20150929:2330,0.0,0.0,0.0,21.13,3.24,0.0
20150930:0030,0.0,0.0,-3.63,20.71,3.17,0.0
20150930:0130,2124.5,85.01,9.49,20.34,2.97,0.0
20150930:0230,8978.0,256.81,22.34,21.53,2.41,0.0
20150930:0330,16061.5,430.19,34.61,24.47,2.97,0.0
20150930:0430,21433.0,573.17,45.69,26.9,3.52,0.0
20150930:0530,24720.5,668.95,54.37,28.97,3.93,0.0
20150930:0630,25827.0,705.82,58.56,30.65,4.14,0.0
20150930:0730,24880.5,686.09,56.49,31.59,3.52,0.0
20150930:0830,22106.5,609.06,49.12,32.52,3.52,0.0
20150930:0930,17400.5,481.66,38.71,32.99,3.52,0.0
20150930:1030,10943.0,318.01,26.77,33.11,3.38,0.0
20150930:1130,3966.5,142.89,14.08,32.61,2.76,0.0
20150930:1230,155.5,13.15,1.03,30.97,2.34,0.0
20150930:1330,0.0,0.0,0.0,28.79,2.83,0.0
20150930:1430,0.0,0.0,0.0,27.06,2.9,0.0
20150930:1530,0.0,0.0,0.0,25.92,2.97,0.0
20150930:1630,0.0,0.0,0.0,25.01,3.03,0.0
20150930:1730,0.0,0.0,0.0,24.17,2.97,0.0
20150930:1830,0.0,0.0,0.0,23.36,2.83,0.0
20150930:1930,0.0,0.0,0.0,22.71,2.55,0.0
20150930:2030,0.0,0.0,0.0,21.92,2.48,0.0
20150930:2130,0.0,0.0,0.0,21.25,2.48,0.0
20150930:2230,0.0,0.0,0.0,20.73,2.55,0.0
20150930:2330,0.0,0.0,0.0,20.28,2.62,0.0
20151001:0030,0.0,0.0,-3.74,19.88,2.55,0.0
20151001:0130,2041.5,82.32,9.37,19.49,2.41,0.0
20151001:0230,8787.5,252.14,22.2,20.93,1.79,0.0
20151001:0330,15725.0,425.05,34.43,24.66,1.93,0.0
20151001:0430,20919.0,567.59,45.46,27.28,2.14,0.0
20151001:0530,24125.5,663.58,54.06,29.33,2.48,0.0
20151001:0630,25254.5,702.55,58.18,30.84,2.55,0.0
20151001:0730,24410.5,683.11,56.1,31.76,2.28,0.0
20151001:0830,21679.5,606.24,48.77,32.54,2.07,0.0
20151001:0930,17055.0,478.81,38.39,33.0,1.86,0.0
20151001:1030,10710.5,314.74,26.48,33.14,1.86,0.0
20151001:1130,3814.0,139.5,13.81,32.83,1.66,0.0
20151001:1230,137.5,12.47,0.77,31.55,1.24,0.0
20151001:1330,0.0,0.0,0.0,29.15,1.52,0.0
20151001:1430,0.0,0.0,0.0,26.9,2.07,0.0
20151001:1530,0.0,0.0,0.0,25.45,2.55,0.0
20151001:1630,0.0,0.0,0.0,24.4,2.69,0.0
20151001:1730,0.0,0.0,0.0,23.54,2.55,0.0
20151001:1830,0.0,0.0,0.0,22.82,2.55,0.0
20151001:1930,0.0,0.0,0.0,22.14,2.34,0.0
20151001:2030,0.0,0.0,0.0,21.34,2.21,0.0
20151001:2130,0.0,0.0,0.0,20.56,2.14,0.0
20151001:2230,0.0,0.0,0.0,19.88,2.14,0.0
20151001:2330,0.0,0.0,0.0,19.27,2.14,0.0
20151002:0030,0.0,0.0,-3.85,18.74,2.07,0.0
20151002:0130,1982.5,80.69,9.24,18.36,2.07,0.0
20151002:0230,8678.0,249.66,22.06,20.28,1.38,0.0
20151002:0330,15481.0,421.89,34.25,25.32,1.45,0.0
20151002:0430,20604.5,564.28,45.22,28.23,1.72,0.0
20151002:0530,23837.0,659.9,53.75,30.34,2.34,0.0
20151002:0630,25131.0,697.94,57.79,31.86,3.1,0.0
20151002:0730,24365.0,678.28,55.71,32.71,3.1,0.0
20151002:0830,21700.0,600.99,48.41,33.54,3.52,0.0
